Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Energy_Consumption_kWh
16,1,6,2,217,17.70278482
22,4,2,2,226,76.47484344
22,2,4,0,211,11.20596177
18,3,8,0,234,26.52392702
0,2,10,1,229,68.80560068
5,4,10,1,218,81.12105656
14,5,8,1,230,57.76925155
6,1,5,2,231,10.87785442
23,6,8,2,239,14.72691442
8,6,8,2,230,18.36023736
8,1,6,1,230,82.98114976
6,4,4,1,230,92.78167469
16,7,10,2,231,43.18482928
3,3,5,1,227,56.97656518
20,1,12,1,226,86.05946429
21,4,5,1,229,46.48756203
22,4,12,1,228,96.21135577
15,5,4,0,236,40.38058772
13,4,11,1,224,97.92001575
11,1,8,0,214,74.24466131
16,5,8,2,214,22.74046034
10,1,4,2,229,21.61979106
11,3,2,0,227,39.02460559
17,5,10,1,230,69.18617113
19,6,8,0,227,83.9636444
23,4,6,1,231,61.45152142
6,5,4,1,228,52.02366993
17,6,3,0,219,80.71087409
21,2,12,2,216,56.78788636
18,5,9,1,234,67.16115835
0,4,3,1,230,58.37490585
10,1,5,1,216,91.54635788
15,4,11,2,232,31.67728928
4,6,6,2,219,39.89974298
22,4,1,0,235,21.46828544
14,2,5,2,236,84.8452609
9,3,10,1,219,64.92386453
22,3,9,1,232,56.70571774
5,4,8,0,229,64.79602021
10,3,5,2,231,17.95170809
0,6,9,1,229,29.8854246
15,4,6,0,224,19.75606013
12,4,7,2,220,31.87782049
1,3,3,0,226,92.79921494
20,3,4,1,221,11.01674999
21,1,3,2,223,90.03420083
15,1,9,1,218,83.0932211
0,7,7,2,229,95.60914002
17,6,11,1,223,92.75291334
8,7,3,1,229,25.94647922
12,3,9,1,226,86.2471105
5,2,3,1,234,14.8006392
8,7,2,0,219,95.20995517
16,2,11,0,231,55.62689576
5,2,2,1,217,46.38479216
3,4,8,0,218,61.52580217
14,4,12,2,221,66.00331861
5,7,3,0,223,32.15784701
6,3,5,1,218,59.91003962
18,3,1,2,226,58.8653567
20,4,5,1,229,78.15144782
0,1,8,1,220,41.15938113
17,7,6,0,219,59.9483879
6,1,6,0,226,28.06333032
10,6,4,1,239,21.53804181
15,1,12,2,227,44.62153383
7,5,7,1,237,97.09580335
6,1,5,0,223,72.02123084
17,7,8,1,221,64.72891584
9,1,5,2,222,71.3851344
22,6,4,2,235,50.11972324
19,2,5,1,223,61.13619978
3,1,3,0,224,63.29414342
3,3,6,1,225,58.6894444
6,2,7,0,218,52.10780009
1,5,6,0,221,77.39164741
9,6,9,1,235,75.3861703
2,1,6,1,217,76.20774091
21,4,8,2,218,57.20311452
16,3,10,2,233,84.38249747
12,2,5,1,217,24.43586124
7,7,1,0,212,56.60326257
3,4,1,1,220,26.69389349
1,4,6,1,236,49.09848877
12,6,4,0,232,43.47687818
3,4,1,1,232,66.57835301
0,6,4,0,236,77.68508087
4,7,4,2,235,81.41511
16,2,4,2,231,17.20508396
23,5,1,1,235,42.00408348
2,7,6,0,215,78.5451171
1,1,6,0,228,97.64852617
9,1,10,1,221,56.08957409
14,6,4,0,233,74.95407688
8,3,9,1,218,78.7706922
22,2,6,1,223,20.13611943
7,2,8,2,221,66.98371225
14,1,4,2,234,50.86499108
12,4,7,0,223,49.66085532
0,1,4,2,222,13.95395199
18,2,11,0,222,76.6087438
9,4,5,2,217,82.05083922
23,2,2,0,230,28.33930076
9,4,9,2,224,84.91139749
10,1,11,2,231,96.11250002
4,7,10,1,228,14.56891412
19,6,7,2,219,49.10041435
1,3,5,2,232,92.9277801
1,1,5,0,227,84.66835246
20,5,12,2,237,72.54737999
7,6,4,0,226,34.61315151
3,4,4,1,229,11.76734661
10,6,7,2,216,87.03020366
19,7,3,2,229,72.40807563
14,4,1,1,224,73.91875546
8,7,5,1,221,44.0617964
3,2,5,1,233,60.46643181
18,1,9,0,223,46.06460075
15,5,10,1,232,24.39416027
17,2,11,1,228,73.43530553
20,5,6,2,232,35.72464586
1,5,4,2,230,75.32353016
22,2,10,2,225,40.13479907
2,4,2,1,231,76.61830284
13,7,6,2,218,31.79724456
6,6,7,2,234,48.68806141
23,2,11,1,216,38.59764822
0,2,6,0,226,77.49031437
22,2,11,2,224,97.19887564
22,2,8,0,225,66.38650282
1,1,12,0,219,53.78455842
20,5,11,2,219,23.49856608
6,1,5,1,218,67.50693042
21,1,2,2,223,45.01334098
23,7,8,1,230,63.28076271
6,4,7,2,223,14.31836066
19,3,3,2,232,36.99087037
13,6,10,0,231,94.85817967
16,2,7,0,220,60.70367704
19,5,5,0,215,76.17158959
6,5,10,0,221,48.42881372
3,4,10,2,224,84.08312039
14,7,3,1,223,82.8527707
0,6,1,0,227,26.12993339
13,2,11,2,220,52.04360452
15,4,7,1,218,77.12197538
5,5,8,1,232,40.95228916
17,1,9,1,230,57.55905653
8,3,5,1,212,12.4946365
11,7,8,0,230,95.5928858
11,2,8,2,219,12.30031576
15,5,5,0,227,97.56117463
6,3,6,1,232,12.42873438
5,2,10,1,231,87.33169775
23,7,12,2,228,74.55023933
4,6,7,1,224,34.75022924
7,6,7,2,232,47.80371489
2,7,4,0,219,94.43626784
23,7,9,1,215,90.14275614
18,7,3,1,220,20.64193402
5,7,4,1,232,92.13652382
20,2,8,2,226,58.09788356
16,5,7,2,218,61.86229646
14,6,6,2,222,61.6466234
15,4,5,2,223,10.38683755
16,5,7,2,219,65.39126237
22,6,11,2,226,10.08443835
3,5,5,1,230,96.83509613
12,5,5,2,229,98.90555844
1,7,12,1,226,34.48042833
1,5,9,1,233,55.80254957
11,6,2,1,223,19.24564411
9,1,7,0,221,73.83544198
21,5,3,0,225,43.74278691
7,7,12,0,224,94.28115603
0,4,2,0,231,27.1692036
1,2,3,1,224,46.28387317
15,6,7,2,224,93.00194471
21,1,12,1,224,25.96182552
21,4,5,0,230,39.52633528
20,3,6,1,213,21.76466676
4,2,12,2,214,52.98572939
22,5,2,2,219,58.79336429
18,7,12,1,232,13.74644696
9,5,4,2,227,38.43835321
17,2,12,1,223,52.90600621
19,2,8,2,212,39.95629516
12,1,1,2,227,47.07620793
1,7,10,0,222,21.33840476
7,4,9,0,217,60.10546829
3,3,7,1,228,66.58986559
10,3,5,1,216,52.80438315
5,7,5,1,218,19.0013428
14,7,10,0,225,98.69275892
1,4,7,2,230,91.23791698
22,4,5,0,227,28.75371905
11,2,6,2,225,97.36385783
15,4,8,1,221,15.42205862
5,3,5,1,236,82.39108574
15,5,3,2,219,44.19218848
14,4,6,2,229,56.98226927
7,2,3,2,229,57.4184047
18,7,1,1,226,73.15114871
13,7,11,0,229,43.4103859
18,4,5,2,238,80.33602776
0,4,6,2,226,32.27715488
14,3,5,1,228,44.78420195
12,7,7,1,232,89.00111949
13,2,2,0,234,18.37357084
20,6,11,0,227,11.25832986
14,6,12,2,225,22.14271003
21,1,2,2,234,44.22565517
10,3,12,1,233,51.10229118
5,6,11,2,217,42.64799607
5,5,3,0,233,93.28808474
8,7,11,2,227,46.34662465
22,4,3,2,221,12.11496638
17,5,7,0,218,69.86483818
0,4,12,1,232,50.68473566
1,1,2,0,231,72.81698386
11,2,5,2,234,21.77001044
7,2,12,2,221,73.02995706
5,5,1,2,230,21.42793259
5,4,1,1,234,97.35792511
20,7,11,1,216,25.9241196
19,1,6,0,216,29.6647861
2,2,8,2,220,28.76506738
3,6,5,0,235,45.36705823
11,2,12,2,225,73.35475141
19,5,12,0,226,91.07258164
0,6,11,2,216,15.65718741
13,4,3,1,234,90.93661171
11,7,6,1,221,12.80484976
14,1,4,1,223,53.15370856
1,2,6,0,223,12.26169771
15,7,5,2,238,30.00023008
12,5,6,1,236,82.7652878
16,6,2,0,224,82.81066592
19,2,11,0,236,86.28677831
2,3,5,1,219,58.94157215
22,1,1,0,221,90.251392
0,4,3,1,215,73.44649391
5,6,4,2,224,98.35462457
0,3,6,1,236,92.26796279
10,7,2,0,230,62.43043274
22,1,6,1,221,37.11258876
5,4,6,2,233,52.78462006
13,5,1,0,219,74.52507058
22,5,10,0,223,89.85322314
8,7,9,0,217,58.28147766
20,3,5,1,225,89.52212243
18,6,6,1,222,73.68390929
2,7,7,1,214,36.206381
22,7,1,1,217,60.05753134
5,4,1,2,223,25.00311601
11,7,1,0,232,55.74248934
19,3,2,1,213,93.80932053
23,4,7,0,214,40.56156598
1,5,10,1,216,57.55540823
3,6,12,0,232,56.36250362
10,6,4,1,238,41.67733569
15,7,5,2,219,68.59417738
16,6,4,2,229,53.4315432
19,6,1,2,238,39.18631139
19,7,10,2,224,78.07618673
6,7,10,2,222,72.74480859
5,7,4,0,237,59.34838633
6,1,3,1,219,95.00900751
13,7,5,1,213,23.82936754
7,5,6,2,230,54.51948846
20,4,1,2,230,88.3532833
3,3,10,1,227,63.73465277
10,5,12,1,219,15.26215382
3,2,7,2,231,99.82912722
20,4,3,2,231,77.78329742
15,3,7,0,226,54.10442181
12,1,7,1,219,77.59575798
12,7,12,2,232,38.24478572
23,1,1,1,227,87.71375605
5,1,9,1,235,94.16276691
20,7,10,1,223,39.98766597
3,7,12,1,225,13.47504155
12,1,8,2,218,52.73609303
9,2,12,0,216,93.2865828
16,4,8,2,234,68.93498214
11,7,7,1,226,70.30042322
18,7,3,0,221,60.50047755
18,7,5,1,226,19.91843077
0,6,8,2,220,43.21436124
18,1,3,1,227,31.08642441
23,6,7,0,215,28.66343904
7,7,11,0,223,97.14836469
21,7,9,1,234,56.89250507
8,7,5,1,225,94.17326859
14,1,2,0,217,52.54555775
9,3,5,0,235,79.00325364
21,3,1,0,218,24.49864097
21,6,3,2,221,39.0010309
18,6,6,0,218,93.58042595
23,2,10,0,235,83.20650776
3,1,9,1,222,71.60986244
1,2,8,1,227,30.51857991
5,5,10,0,216,87.81849721
13,4,9,0,230,89.4470154
12,2,11,0,230,80.21254474
8,7,1,0,219,33.12854018
8,7,5,2,220,90.74768203
22,4,10,1,231,40.55444325
20,6,10,1,232,18.69080343
23,5,5,1,225,57.18913843
8,4,10,2,230,58.50279458
0,3,7,1,230,61.30292123
3,5,8,1,220,13.10112687
9,6,6,2,214,97.86672575
1,5,4,1,237,25.05412826
8,2,1,2,226,49.28097009
18,6,6,2,228,23.22529113
3,6,8,1,219,74.51376662
13,1,11,0,221,26.99294853
19,5,11,1,230,73.82891442
16,4,5,2,220,33.50006724
17,3,5,1,234,37.587953
9,2,3,1,219,18.9424028
13,6,6,1,229,76.27020215
14,2,9,0,224,66.12986487
10,6,3,1,236,93.20707693
15,1,9,2,221,38.07439315
15,3,5,2,227,52.37256664
18,7,5,1,217,58.75897716
15,7,7,1,220,37.78441836
13,2,5,1,221,98.23687521
1,7,4,1,230,81.26738838
14,7,5,1,225,26.37943057
18,5,1,1,228,19.80059677
16,4,4,0,217,89.700963
11,7,8,0,229,95.08300618
16,3,9,1,225,15.03096209
9,7,2,2,230,41.42033102
17,6,12,2,229,16.41403752
17,1,9,2,227,23.71831158
8,3,6,1,215,43.2180212
2,1,5,2,222,52.29914013
18,1,12,2,220,43.65030644
2,2,8,1,220,94.62428419
7,6,10,1,217,74.11342952
1,6,2,2,223,15.63742065
14,7,7,2,218,45.70500052
11,5,12,2,232,83.19831254
6,1,1,0,220,38.60348485
10,1,11,2,229,88.67032764
13,4,2,2,225,78.69215404
9,1,4,1,229,45.12273886
18,7,9,2,232,33.48899973
14,1,5,1,230,31.89533523
22,3,4,1,219,54.43334337
17,4,6,1,224,16.18397611
9,5,5,1,236,21.06290387
20,2,3,0,231,68.92144535
9,6,1,0,235,12.607886
0,5,6,0,220,97.12435703
0,7,5,1,228,64.07895835
6,2,8,2,233,26.59797481
3,2,3,1,231,20.96710667
10,5,4,2,232,36.88376189
6,1,1,1,219,71.03552698
7,2,11,1,220,66.57350524
21,4,1,2,225,21.0780573
10,7,9,1,231,88.46292914
16,3,10,0,232,40.6141333
10,4,6,2,226,39.7426416
15,7,10,0,217,81.67521906
16,6,9,0,222,95.82893923
16,6,9,2,220,52.07596713
3,4,9,1,223,84.34709354
20,7,7,1,224,10.25268843
10,3,2,1,230,74.41234487
19,5,8,1,234,23.86115157
20,5,10,0,220,51.49392725
4,2,5,0,214,50.42726604
5,4,1,1,226,50.80179981
1,3,8,0,232,36.53979818
22,2,3,0,232,85.49728646
21,3,6,0,236,23.62005712
20,4,8,2,223,10.93898413
3,5,3,1,228,35.62114082
18,3,1,1,222,79.55194771
21,6,7,2,214,49.80766792
21,7,8,2,222,34.33181854
18,7,1,1,222,18.60347301
4,5,9,2,233,15.58454352
4,3,9,2,237,47.01503593
14,7,1,1,225,67.01008353
1,4,8,1,232,23.80154394
8,2,7,0,223,39.96846256
2,6,8,1,220,51.68714092
1,1,7,1,217,43.43442686
15,2,4,2,232,37.25002024
15,3,11,2,216,55.92248009
20,2,10,1,216,48.35296043
7,4,6,1,223,92.60610415
8,3,4,1,215,53.88822466
4,6,6,2,233,75.05982465
23,4,10,1,227,52.91155441
15,6,7,1,223,69.01985521
23,4,7,1,217,51.75307866
23,6,5,2,235,49.42817866
23,7,9,0,218,84.10077295
3,6,7,1,225,30.74863552
11,6,9,0,215,33.78144065
7,5,9,1,238,20.70403645
16,2,7,2,229,68.55945262
11,4,7,2,233,18.05248082
7,3,8,2,231,96.65540282
12,4,8,0,223,22.31498491
6,6,8,1,222,65.33474704
1,1,10,2,213,38.7175906
19,5,8,1,220,32.27828952
2,4,10,0,235,17.50059566
9,7,4,0,225,51.51444233
2,3,3,0,235,60.82026744
13,5,5,0,230,70.09667799
1,4,8,2,226,36.58609036
5,6,5,1,227,16.91958074
9,2,7,2,215,44.99792936
20,4,2,1,227,43.56711515
2,2,3,0,230,57.30502614
9,3,7,2,231,15.1908225
23,4,4,0,225,90.92840346
0,4,1,2,231,54.1769241
13,3,7,1,235,52.66009007
14,6,2,0,228,11.18158967
2,2,3,1,234,91.21617682
0,5,3,1,237,64.82707479
12,5,12,2,225,90.00424212
9,1,10,1,231,15.09310862
12,1,8,0,227,45.70501592
9,3,5,2,219,75.45895752
23,4,7,2,230,93.28041297
2,6,3,0,225,32.59231316
10,1,3,1,226,78.66476654
18,3,4,1,229,61.96952468
16,4,1,0,223,91.80332259
20,7,7,2,230,18.55575688
19,4,12,1,228,56.59054676
11,1,12,1,218,99.59554953
20,3,10,1,232,15.37969925
7,1,11,1,221,91.42331522
6,1,5,0,238,88.05792031
17,4,5,2,223,97.24564608
0,6,5,0,233,82.38296766
3,2,3,1,217,31.61603103
6,2,1,2,225,45.2594131
12,6,9,1,230,80.72703282
19,6,9,2,234,12.54028316
10,7,4,1,229,40.59865432
18,4,3,0,229,88.64865297
14,6,12,0,214,33.75626144
5,1,6,1,217,94.00064856
12,7,10,2,222,79.93726362
23,7,9,0,239,45.05340229
14,7,2,2,227,48.26195967
4,5,12,2,225,33.88610899
16,3,10,1,225,78.81914818
7,4,9,2,214,65.47938705
4,5,6,1,237,61.80723811
17,1,11,2,226,43.95042485
18,7,5,1,231,51.0924
18,3,2,1,225,87.74654102
16,7,6,2,215,43.68436599
20,7,11,2,238,61.87766141
16,2,4,0,225,45.21262543
20,2,5,2,227,44.12931648
9,6,12,2,229,97.070795
17,2,2,1,231,76.4669686
18,1,3,2,230,61.32448396
3,1,7,0,220,34.25282549
5,6,12,1,216,47.19811858
23,7,6,2,230,38.84007013
10,6,1,2,228,41.3830018
4,6,10,2,237,99.96088025
0,5,7,1,224,46.74419267
5,2,11,2,216,32.35384393
11,2,2,2,226,11.97618485
12,1,3,0,234,67.18559693
19,6,10,0,216,37.27246768
3,3,1,1,230,93.65289847
2,2,3,1,231,68.21266122
12,2,9,2,229,34.27554163
15,4,5,0,223,13.68325261
13,3,3,2,223,46.00081235
5,4,7,2,234,83.75789992
21,4,3,0,225,13.77577214
1,4,9,2,231,85.53635095
12,1,3,1,233,55.00845648
14,3,4,0,234,90.12053978
17,6,10,2,228,12.24425045
21,3,5,1,222,40.79896867
14,2,1,2,225,52.73683249
14,7,6,1,227,72.07008309
6,1,11,0,223,61.92815193
9,7,9,1,232,80.46488032
8,3,10,0,226,40.70031124
15,3,3,1,215,65.31716464
4,3,7,1,221,80.39867255
2,1,5,0,229,71.1771666
22,7,6,1,227,22.37374742
3,1,3,2,232,85.47277323
18,4,5,0,230,97.6621883
11,7,6,1,219,48.53512655
11,6,9,2,226,69.651532
6,4,5,1,233,89.75697727
1,4,7,1,232,29.97185138
20,1,9,2,221,89.59805175
7,1,5,2,230,69.28266227
5,6,11,1,216,99.47379975
11,3,2,1,215,90.86812797
14,2,3,0,224,50.44578414
19,3,11,0,231,15.62649708
14,6,8,1,229,33.0575384
12,7,3,1,216,29.39676766
16,3,10,1,221,17.67888258
22,5,7,1,219,69.81332293
3,3,9,0,214,91.44436164
13,1,3,0,230,50.36251615
5,2,1,1,229,72.14224885
6,7,7,0,219,87.50518749
12,5,3,2,217,96.20338862
5,1,1,2,225,85.03089487
22,1,12,1,221,71.69226428
9,4,3,0,219,68.98238432
8,1,5,2,228,45.24834383
19,3,10,2,222,53.2594498
11,3,3,0,231,15.13171401
13,2,6,0,235,53.77143857
19,6,10,2,219,74.12828366
4,5,6,1,232,61.08202493
3,7,12,1,226,22.57583005
9,6,4,0,231,21.05312883
10,7,12,1,217,93.61600502
6,5,7,2,228,45.06854518
6,1,3,1,219,66.98588168
17,3,12,0,234,25.14034839
12,2,7,0,215,57.00211395
8,7,6,2,233,86.8173591
7,6,10,1,228,96.93172727
1,1,3,2,238,18.02742446
16,7,7,2,233,67.08139067
23,2,1,0,219,57.12833653
19,3,9,0,218,12.87980704
17,5,1,0,229,41.78489605
18,7,11,0,230,11.8657866
21,7,7,0,227,41.66417665
11,1,1,0,222,92.54694638
7,6,9,1,216,52.76029713
1,7,11,1,228,22.63719116
19,6,6,1,220,37.68730502
17,1,7,2,234,54.74263309
9,5,6,2,226,15.18549417
19,6,1,2,232,68.13458632
12,5,10,2,233,27.11153863
3,2,6,0,233,71.72438312
12,6,2,2,220,62.84308175
0,2,1,1,232,79.38667259
6,5,11,1,224,17.93077232
13,3,12,1,229,80.14729618
16,7,1,2,215,37.28424832
1,4,8,2,231,45.36675424
18,6,8,1,215,62.50444483
15,4,6,0,220,37.95010631
2,3,7,0,232,97.82748011
17,2,10,1,213,14.74569771
6,1,8,1,226,97.95197279
17,4,7,0,218,37.6516909
23,1,2,2,218,97.69357868
22,5,2,2,221,53.80826426
23,5,12,1,223,99.96871679
13,4,11,1,237,31.75616651
5,3,4,0,228,58.8876692
8,6,1,1,227,87.12340232
17,5,7,0,221,94.62642888
19,5,8,1,220,42.12262267
7,7,10,2,228,48.55531974
1,4,8,0,218,32.59322281
20,4,8,1,216,79.23747212
1,2,9,1,233,91.22415266
16,3,10,1,222,24.88414668
10,1,4,0,221,53.63948737
19,2,4,1,230,45.56783622
23,4,12,2,228,28.67965162
15,2,9,1,223,27.11188981
17,6,6,0,218,51.81155401
14,2,1,0,231,46.84923195
23,3,2,1,222,87.46022002
16,4,8,2,237,11.95753287
9,1,11,1,217,32.72689166
1,3,2,1,223,59.89140373
15,6,2,1,226,90.88646631
16,4,9,1,231,57.19043339
22,1,1,0,232,21.58386513
4,3,10,1,219,56.50194792
9,3,11,1,224,82.56125683
13,5,3,2,225,50.68984274
9,3,5,2,226,54.6218952
11,1,8,2,219,61.44414443
7,3,8,1,220,51.8875126
14,6,2,0,221,29.85102308
3,7,10,2,223,67.93323133
5,3,5,1,223,76.66356766
9,5,9,1,225,31.58123438
8,6,3,1,239,37.25966027
1,6,12,1,223,98.09469694
22,5,11,0,227,78.55914602
5,5,5,1,223,89.60899204
16,4,2,0,230,48.26184235
14,4,11,2,220,37.45969896
3,5,9,2,226,27.59390067
18,3,1,0,230,49.07655178
13,3,12,1,222,16.73965863
0,3,5,1,234,77.67985501
0,1,7,2,235,43.10683856
16,3,8,1,231,58.1715634
11,7,2,1,233,43.84248542
20,2,3,2,225,93.36975825
4,6,12,1,233,22.98278354
5,3,10,2,236,72.94862969
23,4,12,2,230,33.72747544
4,2,7,0,229,15.3453873
4,4,9,2,224,66.75170508
21,7,5,2,231,14.49316753
0,2,4,0,219,85.6740958
20,6,5,2,218,57.86634863
20,2,12,1,235,18.9182907
2,6,2,1,218,35.03333755
13,7,7,0,230,60.74033794
9,3,5,2,220,51.97782007
9,2,11,0,216,27.09345874
16,4,9,0,228,85.71517446
4,6,9,2,219,92.73613973
22,5,1,1,222,62.73689311
18,6,1,2,230,76.53399378
21,7,3,2,224,86.15446095
7,2,8,1,222,94.44673901
9,4,6,1,233,80.26385944
19,5,3,2,225,18.97841113
2,2,10,0,216,97.13575158
5,1,5,2,217,89.24236133
21,2,8,0,224,54.54150118
9,4,7,2,225,61.16395591
1,4,1,2,215,33.48401691
0,2,1,1,225,58.75701888
1,3,3,0,221,78.30659143
12,6,12,1,234,36.53275346
4,5,10,1,232,39.25596078
16,2,9,2,225,23.98541244
13,5,7,1,218,50.58306272
1,2,6,0,235,89.9691483
8,6,10,1,220,75.24661372
14,5,9,2,221,13.87183195
19,4,4,2,225,59.52553368
11,5,2,2,226,73.50228777
8,5,9,0,229,40.06111932
13,7,1,1,221,29.24109657
19,1,10,0,226,23.53180594
8,7,3,1,220,56.76476555
21,4,3,0,229,63.93574174
9,1,4,1,220,19.17968489
1,7,10,2,216,23.38532372
8,2,5,2,225,48.13387935
13,1,9,1,232,69.38394772
5,2,5,2,237,19.96602814
5,5,7,2,214,40.64570481
6,6,10,2,224,42.18170007
15,6,12,2,229,90.22004691
12,3,10,2,220,95.49870742
21,2,5,2,221,14.91057162
13,2,11,0,223,18.5405238
9,1,5,2,215,15.91491733
20,2,1,0,217,68.94815089
3,2,8,1,225,20.8631292
5,4,11,0,222,24.30178124
0,2,6,0,222,56.02031238
3,5,10,1,219,38.30880073
8,6,2,1,234,23.33908128
14,7,1,2,218,34.96322523
20,7,2,0,230,27.28822816
13,4,10,1,229,11.9273828
11,4,11,2,214,57.67671602
3,7,6,1,220,37.77502422
18,5,5,0,215,85.78864937
11,4,5,1,219,14.41553623
12,4,6,2,219,86.70759605
6,6,4,2,220,96.27083674
16,1,3,0,232,49.15493648
0,1,11,0,217,49.26394862
14,3,9,1,214,55.99910432
10,6,11,2,229,25.24292411
10,2,6,1,236,39.10401868
20,3,6,1,229,38.86314061
1,6,7,2,222,19.12602726
14,2,6,1,222,59.3985589
2,3,7,1,220,72.70414711
22,5,6,1,229,95.93175221
7,1,2,1,220,50.39289575
6,7,9,1,222,86.41116998
1,1,3,1,236,87.0322656
15,1,11,1,230,22.47490924
15,7,9,0,234,91.48931297
3,5,8,2,216,59.90920111
21,5,6,2,212,76.55582579
3,6,8,0,214,32.0522348
5,4,9,1,221,82.58483592
8,5,12,1,219,40.94645397
22,3,3,2,223,51.72633827
13,3,12,1,235,38.84098908
18,7,2,1,227,70.79135996
4,6,2,2,239,41.68066903
13,1,1,0,235,94.70208192
3,3,11,0,233,52.82473065
4,4,10,1,218,76.92320698
0,1,7,1,223,63.08339737
1,5,7,1,223,51.58180092
7,6,1,2,232,62.12614688
16,5,2,0,225,75.95917181
12,1,4,0,218,94.973378
6,6,1,1,224,87.01972618
22,1,3,0,226,39.99630627
7,2,8,1,234,40.79838083
1,3,5,0,218,95.74596758
23,5,9,2,230,85.85229233
7,6,2,2,219,72.82182812
10,3,7,2,226,10.70245458
22,6,4,0,214,68.29911934
19,7,11,0,222,50.23087429
6,7,11,1,222,71.67241096
0,1,8,1,218,57.56319558
12,1,3,1,222,13.40167582
3,7,10,0,228,21.65852355
19,6,8,2,229,92.66889221
2,4,8,2,214,82.73727109
15,5,7,1,235,55.46514694
11,5,7,0,231,98.78016259
1,2,1,2,235,31.57301448
17,3,2,2,221,80.80711472
23,2,11,0,223,42.49357521
4,2,10,2,229,44.70872503
18,1,10,0,218,13.49516528
11,5,5,0,228,63.91196786
6,5,6,2,220,86.78213903
15,3,2,2,232,18.10369496
0,7,2,1,230,69.89026819
4,1,3,1,216,46.00089984
13,6,1,0,227,69.40205314
16,2,7,1,223,26.87047978
7,4,2,2,223,79.22435991
6,2,12,0,215,52.21088971
13,2,1,2,234,48.56212696
22,5,2,2,221,66.17018009
8,2,7,2,220,80.83578628
12,7,3,2,233,65.708196
17,1,11,2,237,89.58968655
18,2,5,2,232,81.75189565
4,4,7,2,227,22.24289963
1,6,6,1,231,92.92054768
7,3,1,2,229,26.58137511
6,2,11,1,221,79.64131332
15,1,1,0,219,36.3548126
22,3,10,2,227,19.69275922
11,4,9,1,230,46.16988745
10,2,10,0,232,69.16962828
4,7,12,1,232,56.51706389
3,4,9,1,235,87.91464982
0,5,2,1,221,86.6098928
8,2,2,2,225,61.00680665
12,2,7,0,231,21.13182668
21,4,11,1,228,75.80175336
12,1,11,1,229,39.43816962
12,7,10,0,215,57.44712702
1,2,6,1,216,23.92644615
8,6,9,2,233,64.77454129
23,7,10,1,228,76.7146371
9,1,7,0,222,21.58338437
3,4,1,1,211,45.96199417
1,7,8,1,218,13.24915213
14,6,6,2,220,58.41400561
5,5,6,1,229,86.38451333
21,1,5,1,226,20.80717029
3,5,2,1,215,64.68902265
14,2,9,0,228,81.67217654
7,7,7,2,217,73.77566763
11,5,12,1,228,25.17050052
5,2,5,0,228,93.18860057
0,5,11,2,236,61.0462116
22,3,10,1,227,29.26832944
23,3,8,1,229,66.68846293
12,4,9,1,223,77.28305574
20,3,11,0,233,46.97396313
15,2,11,1,225,96.67686079
4,3,4,1,219,74.76860032
7,5,9,1,224,65.71933133
16,6,6,1,223,38.78468883
22,2,11,1,225,78.35832334
16,7,5,0,225,67.68212395
21,6,7,1,228,52.4398429
16,1,4,2,232,18.05410449
8,6,4,1,228,65.81950732
15,4,3,2,230,30.67147375
14,6,7,1,220,16.8912704
2,4,10,1,218,57.42411047
3,1,10,0,234,62.50183438
17,2,6,2,238,70.32788601
7,7,5,1,224,39.33029348
5,2,5,1,228,15.88310573
7,6,7,2,216,67.78828236
4,2,6,1,230,80.96492945
21,3,3,2,228,71.64310987
11,5,5,1,229,35.61926067
15,1,3,1,234,38.70178717
21,1,6,2,232,94.61431583
11,5,1,0,231,13.34131901
13,2,3,0,218,47.59594865
5,2,6,2,216,97.84803717
20,4,5,1,232,32.12117662
1,6,5,0,220,73.84582755
6,7,8,2,224,96.47549515
3,1,7,1,231,92.56603482
17,4,4,2,230,18.20711388
4,5,5,2,220,49.77864995
12,5,12,2,235,82.84605163
6,5,4,2,221,13.04174989
8,6,4,0,223,73.21805911
21,7,1,1,227,39.22161532
21,3,12,2,225,75.5909292
4,4,2,0,222,24.95135254
4,6,4,2,232,35.63761461
12,3,12,1,225,14.57956353
17,6,4,1,229,74.45621472
0,6,12,0,222,76.95226694
21,3,7,2,234,65.41118204
23,4,10,2,224,18.88737139
2,5,8,2,226,81.55615174
6,1,3,0,227,92.02224657
16,4,10,1,228,43.26284382
17,4,8,2,227,94.31280278
16,6,7,1,220,20.01277823
5,4,10,2,233,89.27886494
7,6,1,0,228,95.54434172
21,7,4,2,229,78.9222346
20,3,11,2,223,40.25187722
11,7,9,1,228,83.91277878
6,1,12,1,221,42.9686762
19,7,8,2,218,42.03258602
4,7,11,1,218,23.34318342
23,2,8,0,227,82.66009967
0,4,6,0,232,14.05450073
17,4,8,1,229,88.92287938
2,3,9,2,221,83.31301041
2,1,6,1,233,88.86938947
20,4,4,1,227,33.67494294
1,1,5,0,217,97.38245347
18,6,6,0,221,84.96750978
7,7,9,2,228,64.49852979
10,7,6,0,222,21.20013877
16,3,5,0,228,85.3554569
16,3,2,1,235,85.13323029
5,5,6,2,214,36.94862941
22,5,6,1,225,42.19967041
23,1,11,2,234,22.45293756
4,5,10,1,221,99.30035731
6,3,2,0,234,96.84277654
7,2,7,2,224,57.63887018
21,4,7,1,230,75.36562342
16,6,6,0,232,36.86497833
