Hour_of_Day,Day_of_Week,Month,Consumption_Pattern,Voltage,Line_Voltage,Apparent_Power,Energy_Consumption_kWh,Television,Dryer,Oven,Microwave,Refrigerator,Datetime,Transaction_ID
18,3,5,1,232,234,1557,37.52208845,0,0,1,1,1,5/5/2021 18:34,16808
8,6,4,2,223,229,1986,81.43217597,0,0,0,1,0,4/8/2023 8:09,40868
14,3,11,2,219,225,1842,28.89712556,1,0,0,1,0,11/15/2023 14:14,48445
12,2,5,1,223,223,1660,50.95940646,0,1,1,1,1,5/24/2022 12:40,29950
23,7,9,2,223,229,1648,16.07067191,1,1,0,0,1,9/26/2021 23:54,21747
11,6,1,0,219,223,1975,33.58819105,1,1,1,0,1,1/2/2021 11:02,12585
19,4,8,0,218,220,1697,66.17511398,1,0,1,1,0,8/10/2023 19:02,45130
20,4,5,2,216,222,1902,62.31184489,1,1,0,0,1,5/4/2023 20:30,41776
0,4,10,0,216,224,1576,66.38212494,1,0,1,0,0,10/19/2023 0:39,47501
9,4,10,1,214,220,1665,25.80192211,0,0,1,0,1,10/20/2022 9:25,35048
7,3,12,0,226,234,1815,99.07515651,1,1,1,1,0,12/2/2020 7:58,11519
4,4,4,0,218,220,1549,35.81680373,1,0,1,0,0,4/1/2021 4:06,15623
12,7,9,1,223,224,1806,75.61126975,0,0,1,0,0,9/10/2023 12:17,46182
22,3,8,0,219,226,1605,54.66040128,1,1,1,0,1,8/30/2023 22:35,45820
15,5,9,1,218,222,1794,25.391311,0,1,1,0,1,9/18/2020 15:17,8961
18,7,5,0,225,232,1984,13.90065321,1,1,1,0,0,5/8/2022 18:14,29410
23,7,8,2,229,231,1944,39.6270392,1,0,0,0,0,8/20/2023 23:37,45479
8,3,3,1,224,229,1736,89.20184868,1,0,1,1,1,3/8/2023 8:36,39807
9,5,3,0,225,228,1995,83.11887864,1,1,1,1,1,3/5/2021 9:28,14706
15,3,9,1,223,229,1794,38.8885494,0,1,1,1,1,9/9/2020 15:26,8653
17,4,11,2,217,222,1538,51.62573822,1,1,0,1,1,11/5/2020 17:32,10608
22,4,7,2,217,224,1576,43.06769766,1,0,0,0,0,7/29/2021 22:09,19724
8,2,5,2,222,225,1613,32.29550167,1,0,0,1,0,5/5/2020 8:35,4294
14,3,7,1,234,238,1977,24.78822116,0,0,1,0,0,7/8/2020 14:23,6494
10,5,6,0,235,236,1508,60.22771008,1,0,1,1,0,6/18/2021 10:17,18303
1,5,6,1,237,239,1965,77.48387582,0,0,1,1,1,6/10/2022 1:20,30516
12,3,3,2,212,221,1937,18.03940639,0,1,0,0,0,3/15/2023 12:18,40052
6,7,7,2,220,227,1570,70.31824934,1,0,0,0,0,7/2/2023 6:08,43776
3,1,7,1,221,227,1675,41.51008235,0,0,0,1,1,7/3/2023 3:51,43807
23,7,9,2,231,237,1987,45.65171678,0,1,0,0,0,9/5/2021 23:18,21027
23,6,8,0,218,223,1913,71.90828098,1,0,1,0,0,8/19/2023 23:05,45444
16,3,2,2,216,220,1987,54.33623494,1,1,0,0,0,2/22/2023 16:37,39339
11,5,4,2,235,239,1778,92.73189409,0,0,0,0,0,4/9/2021 11:08,15907
16,1,1,0,230,238,1851,84.51936801,0,1,1,0,0,1/10/2022 16:50,25367
18,6,7,1,232,238,1647,99.72719473,0,1,1,1,1,7/8/2023 18:24,43999
0,7,11,1,232,234,1832,74.85749664,0,1,1,1,1,11/15/2020 0:23,10926
19,7,8,0,219,226,1695,53.65847056,1,1,1,1,0,8/13/2023 19:55,45234
0,1,1,0,220,224,1968,21.0526122,0,1,1,0,0,1/18/2021 0:34,13118
13,2,5,1,223,225,1573,58.09465559,0,0,0,0,1,5/30/2023 13:55,42657
16,5,5,2,227,232,1505,57.57376662,0,1,0,0,0,5/26/2023 16:00,42523
4,7,4,2,232,238,1857,83.5238656,0,1,0,1,0,4/23/2023 4:52,41377
5,2,12,0,233,236,1628,51.90522226,1,1,1,1,0,12/15/2020 5:02,11960
5,5,1,0,229,235,1909,29.3927088,1,1,1,0,0,1/24/2020 5:08,796
21,4,2,2,228,229,1609,95.28599572,1,0,0,0,0,2/27/2020 21:42,1984
20,7,1,0,225,231,1630,74.90655477,1,1,1,0,0,1/29/2023 20:03,38522
19,5,8,1,214,221,1913,44.2101278,0,0,1,1,0,8/27/2021 19:15,20713
0,4,8,0,232,237,1975,75.80499416,1,1,1,1,1,8/25/2022 0:09,33117
6,3,4,1,231,239,1953,73.39838539,0,1,1,0,1,4/22/2020 6:37,3846
20,7,8,1,222,224,1507,76.53412403,0,0,0,1,1,8/2/2020 20:35,7359
9,6,5,0,224,231,1813,66.88139431,0,1,1,1,0,5/21/2022 9:41,29843
5,4,8,1,224,229,1682,49.75106902,0,0,0,0,1,8/17/2023 5:12,45350
14,4,9,0,235,239,1616,78.18976175,1,0,1,0,0,9/28/2023 14:05,46801
0,5,4,2,226,229,1782,19.83159265,1,1,0,1,1,4/16/2021 0:07,16131
11,7,4,1,225,232,1548,29.83564447,0,0,0,0,1,4/23/2023 11:11,41386
4,1,10,2,233,238,1508,14.69648939,1,0,0,0,0,10/2/2023 4:17,46924
21,5,4,1,228,230,1981,67.36361175,1,0,1,0,1,4/30/2021 21:32,16641
21,7,11,0,224,225,1784,38.15657118,0,1,1,1,0,11/1/2020 21:43,10477
5,4,9,1,231,233,1886,51.80559658,0,1,1,0,1,9/24/2020 5:50,9153
4,2,1,2,221,225,1672,78.30561163,0,0,0,1,0,1/28/2020 4:27,932
22,7,2,2,221,230,1817,55.43828379,0,0,0,1,0,2/7/2021 22:21,13834
11,3,5,1,216,222,1619,84.70863633,0,1,1,1,1,5/19/2021 11:15,17277
13,2,2,2,225,230,1774,97.12381065,0,0,0,0,0,2/7/2023 13:36,38821
6,2,12,1,224,229,1744,96.77110344,0,0,1,0,0,12/20/2022 6:37,37133
13,4,1,1,229,236,1710,23.96501515,0,0,1,1,0,1/23/2020 13:43,774
17,4,12,0,229,233,1777,37.68373094,1,1,1,0,0,12/9/2021 17:27,24272
3,4,12,2,220,228,1959,48.94537594,0,0,0,0,0,12/2/2021 3:14,24012
13,6,6,0,238,238,1811,80.50319266,1,1,1,0,1,6/11/2022 13:04,30567
3,1,4,2,219,225,1534,35.58209403,1,1,0,1,1,4/26/2021 3:18,16478
1,6,7,1,222,223,1578,49.17559627,1,0,0,0,1,7/25/2020 1:38,7058
5,6,9,0,222,222,1924,33.40086401,0,1,1,1,0,9/2/2023 5:57,45899
22,1,9,2,226,228,1987,22.30604647,1,1,0,1,0,9/5/2022 22:05,33525
1,2,9,2,213,220,1922,93.05828078,1,1,0,1,1,9/20/2022 1:59,34010
16,5,3,0,232,235,1701,20.71104555,0,1,1,0,0,3/20/2020 16:31,2730
23,7,8,1,226,232,1516,85.47538338,1,0,0,1,1,8/1/2021 23:02,19828
17,5,3,2,229,229,1590,24.09033935,1,1,0,0,0,3/24/2023 17:03,40367
3,1,7,1,220,225,1737,39.02489257,0,0,1,1,1,7/18/2022 3:12,31820
11,1,3,1,220,229,1546,83.23984283,0,0,1,0,0,3/15/2021 11:57,15052
9,4,3,2,216,224,1628,91.06562159,0,1,0,0,1,3/26/2020 9:10,2925
11,3,3,0,225,230,1591,87.50207003,1,1,1,0,1,3/3/2021 11:12,14640
19,1,10,1,222,222,1628,31.42232661,1,0,0,1,1,10/31/2022 19:26,35439
9,1,6,0,230,235,1861,86.41162366,1,1,1,1,1,6/21/2021 9:46,18405
2,5,7,2,231,239,1631,64.18623943,0,1,0,1,0,7/22/2022 2:30,31956
23,1,10,1,220,228,1809,27.06999608,0,0,0,0,1,10/3/2022 23:34,34486
23,7,1,2,232,239,1951,30.3772209,0,0,0,1,0,1/19/2020 23:31,651
18,1,1,1,223,229,1689,62.07751716,0,1,1,1,1,1/3/2022 18:45,25130
3,6,1,2,233,238,1926,78.27821783,1,0,0,0,0,1/4/2020 3:41,109
1,2,4,1,219,226,1861,17.3079331,1,0,0,0,1,4/25/2023 1:01,41440
1,1,7,0,230,231,1691,15.83359395,1,1,1,0,1,7/10/2023 1:15,44043
0,4,3,1,234,235,1655,74.6312504,0,0,1,0,1,3/10/2022 0:22,27364
14,3,10,2,220,223,1677,52.19501975,0,0,0,0,0,10/28/2020 14:00,10329
19,3,4,1,227,233,1774,31.56725712,1,0,0,1,1,4/1/2020 19:21,3145
2,2,12,1,235,235,1712,94.51602066,0,1,1,1,1,12/13/2022 2:13,36887
11,1,10,2,219,220,1928,11.97455536,0,0,0,0,0,10/23/2023 11:11,47653
5,1,3,2,228,236,1905,97.23244488,1,1,0,1,0,3/20/2023 5:07,40213
22,1,10,1,221,226,1813,88.7142586,0,0,1,0,1,10/9/2023 22:00,47189
22,4,10,2,219,224,1537,88.08661631,0,1,0,1,1,10/21/2021 22:23,22601
14,4,11,2,233,234,1644,13.75734892,1,0,0,1,0,11/26/2020 14:36,11323
5,3,3,0,228,232,1994,14.10034749,1,1,1,1,0,3/18/2020 5:39,2646
2,1,2,2,220,228,1607,69.43905384,1,1,0,0,0,2/20/2023 2:14,39250
22,3,11,0,232,236,1933,22.59774091,0,1,1,0,0,11/22/2023 22:50,48697
5,3,6,2,223,225,1945,48.48194695,1,1,0,1,0,6/30/2021 5:25,18707
2,6,6,1,230,238,1585,88.68509122,1,0,1,1,1,6/10/2023 2:12,43017
0,5,2,1,223,231,1617,14.28622235,1,0,0,0,1,2/12/2021 0:28,13974
16,5,8,2,214,223,1857,50.73839143,1,0,0,1,0,8/7/2020 16:13,7524
21,1,12,1,213,222,1796,81.96435163,1,0,0,1,1,12/28/2020 21:00,12428
14,2,10,2,221,222,1715,91.26008017,1,1,0,1,1,10/31/2023 14:00,47931
9,5,9,0,216,220,1993,36.80113277,1,0,1,1,0,9/1/2023 9:38,45870
9,3,2,0,231,236,1603,97.49163296,1,1,1,0,1,2/22/2023 9:36,39329
6,1,1,1,238,238,1556,16.04909212,0,0,0,0,1,1/16/2023 6:10,38057
21,6,11,0,229,236,1587,47.72391726,1,1,1,1,0,11/21/2020 21:47,11162
20,1,6,2,235,238,1980,41.61100309,0,1,0,1,0,6/12/2023 20:05,43111
9,5,12,0,228,230,1988,69.05765579,0,1,1,1,0,12/9/2022 9:13,36760
11,1,12,0,215,221,1600,86.42196901,1,1,1,1,0,12/21/2020 11:42,12175
17,1,1,2,211,220,1961,80.06266716,0,1,0,0,0,1/20/2020 17:02,676
11,5,1,0,221,223,1866,51.70614169,0,1,1,0,0,1/1/2021 11:12,12551
0,4,8,1,228,233,1662,95.45577566,0,0,1,1,1,8/17/2023 0:18,45343
10,3,3,1,224,230,1652,89.24351008,0,0,1,0,1,3/15/2023 10:11,40049
1,2,4,1,230,239,1644,98.83333348,1,0,0,1,1,4/21/2020 1:11,3804
19,5,12,1,223,223,1938,31.80172254,1,0,0,1,1,12/11/2020 19:44,11844
11,1,10,2,229,235,1689,78.67385751,0,1,0,0,0,10/11/2021 11:30,22243
7,5,12,2,230,230,1514,37.50003362,0,1,0,1,1,12/24/2021 7:51,24772
20,4,12,1,215,224,1901,30.68302029,0,0,1,1,0,12/10/2020 20:36,11811
0,5,2,1,219,227,1896,44.59663106,1,0,1,1,1,2/14/2020 0:49,1509
1,4,9,2,219,221,1909,42.03674839,1,1,0,1,1,9/10/2020 1:15,8667
15,3,4,1,229,229,1543,78.27108752,0,0,0,1,1,4/21/2021 15:23,16324
13,2,10,1,225,231,1652,47.30586173,1,0,0,0,1,10/24/2023 13:49,47691
7,7,9,2,233,236,1632,36.37118665,0,0,0,0,0,9/5/2021 7:11,21004
4,6,12,2,229,238,1520,98.13970121,1,1,0,0,1,12/4/2021 4:18,24082
9,4,10,1,219,221,1901,82.7664745,0,0,1,0,0,10/15/2020 9:14,9877
2,7,10,2,234,239,1620,55.77446328,1,0,0,0,0,10/22/2023 2:57,47607
2,2,7,1,231,235,1947,18.35643968,1,0,1,1,1,7/4/2023 2:59,43840
8,6,9,0,226,232,1775,80.78584871,1,0,1,1,0,9/3/2022 8:25,33437
21,6,10,1,220,223,1575,69.99735847,0,1,1,1,1,10/14/2023 21:09,47359
19,7,12,0,222,230,1647,76.01162964,1,1,1,1,1,12/20/2020 19:35,12152
18,1,4,0,230,238,1795,62.11461006,1,0,1,1,0,4/18/2022 18:52,28726
15,3,10,0,219,225,1964,96.85052201,1,1,1,0,0,10/27/2021 15:03,22796
9,3,3,2,228,236,1506,47.2183217,0,0,0,0,0,3/30/2022 9:32,28062
11,6,6,1,221,222,1542,18.07304994,0,1,1,0,1,6/6/2020 11:29,5394
20,3,10,2,220,221,1620,23.72346015,0,0,0,1,0,10/21/2020 20:49,10099
11,7,5,2,226,235,1554,48.48707104,1,1,0,0,0,5/28/2023 11:27,42585
15,7,11,1,220,225,1952,31.70137776,1,0,1,0,1,11/28/2021 15:50,23893
6,7,10,1,236,237,1956,63.59424062,1,0,0,1,1,10/4/2020 6:55,9497
10,5,9,1,218,227,1762,91.88067034,1,0,0,0,1,9/2/2022 10:41,33406
4,2,7,1,230,236,1791,38.86778792,1,0,0,1,1,7/19/2022 4:25,31856
1,1,4,2,227,234,1503,46.25440907,0,1,0,1,1,4/3/2023 1:19,40687
3,7,8,2,214,220,1527,75.2950153,1,0,0,1,0,8/30/2020 3:08,8293
19,1,6,2,221,224,1670,28.37225993,0,1,0,1,1,6/22/2020 19:56,5954
3,6,10,2,234,239,1555,33.6081571,0,0,0,1,0,10/7/2023 3:26,47094
4,5,5,0,225,232,1627,27.70523886,1,1,1,0,1,5/19/2023 4:36,42267
3,6,2,1,223,228,1544,32.35370558,1,0,0,1,1,2/5/2022 3:15,26238
8,3,7,2,230,234,1613,92.55176358,0,1,0,1,0,7/22/2020 8:28,6965
5,6,1,2,233,239,1508,40.42946798,1,1,0,0,0,1/8/2022 5:16,25282
17,7,10,2,235,237,1934,83.71194432,1,0,0,0,0,10/9/2022 17:37,34683
12,1,2,2,230,231,1842,57.85334357,1,0,0,1,0,2/1/2021 12:10,13614
16,5,7,1,230,232,1977,73.41689183,1,0,1,0,1,7/21/2023 16:52,44442
1,6,3,0,230,237,1973,26.62148429,1,0,1,0,0,3/7/2020 1:56,2264
19,5,11,0,225,227,1576,58.6189672,0,1,1,0,0,11/20/2020 19:51,11125
23,6,2,1,225,233,1924,48.6555193,0,0,1,1,0,2/5/2022 23:34,26267
15,2,4,2,221,225,1986,70.53734621,0,1,0,1,0,4/6/2021 15:52,15811
3,5,12,1,221,226,1581,15.60341006,0,0,1,1,1,12/3/2021 3:04,24046
15,2,11,2,229,235,1543,21.08094329,1,1,0,0,0,11/30/2021 15:30,23961
15,4,2,2,226,232,1693,77.72053479,1,1,0,1,1,2/3/2022 15:30,26187
8,4,1,1,225,227,1771,94.56574371,0,0,0,1,1,1/30/2020 8:19,1006
7,6,4,2,211,220,1872,57.87440006,0,0,0,0,0,4/2/2022 7:37,28162
9,5,8,1,219,228,1988,35.57318374,1,0,0,0,1,8/28/2020 9:48,8234
10,5,1,1,232,236,1973,30.13626881,0,1,1,0,1,1/24/2020 10:03,803
22,4,6,2,216,221,1617,73.52564393,0,1,0,1,0,6/8/2023 22:10,42977
14,4,11,2,227,230,1774,92.96077951,0,0,0,1,0,11/23/2023 14:15,48719
13,6,10,2,236,239,1579,28.80455403,1,0,0,1,0,10/14/2023 13:26,47348
19,7,8,2,217,222,1543,33.93441093,0,1,0,0,0,8/29/2021 19:36,20782
10,1,6,2,213,220,1915,12.98485913,1,1,0,1,1,6/5/2023 10:47,42858
9,2,5,2,224,229,1885,43.65860091,1,0,0,1,0,5/24/2022 9:10,29945
16,6,1,1,229,234,1692,49.29784704,0,0,0,1,1,1/25/2020 16:53,847
16,5,2,0,220,220,1733,27.06631643,1,1,1,1,1,2/11/2022 16:14,26462
9,3,3,2,226,229,1949,56.20390027,0,1,0,1,1,3/18/2020 9:09,2651
13,3,11,2,237,238,1519,38.05704044,1,0,0,0,0,11/18/2020 13:11,11047
4,1,6,2,223,224,1835,10.2702482,0,1,0,0,0,6/1/2020 4:38,5213
11,3,1,0,229,235,1802,75.5659149,1,0,1,1,0,1/13/2021 11:15,12962
1,1,3,1,219,227,1914,25.6886447,1,0,0,1,1,3/23/2020 1:59,2812
14,2,10,0,228,230,1706,63.5361991,1,1,1,1,1,10/17/2023 14:19,47452
13,6,12,2,239,239,1513,20.10527951,0,1,0,0,0,12/18/2021 13:48,24575
20,3,9,0,225,227,1909,26.18279809,1,0,1,1,0,9/23/2020 20:02,9139
16,4,5,2,218,226,1816,25.05638774,0,1,0,0,0,5/14/2020 16:51,4614
22,2,3,0,230,233,1983,15.52916708,0,1,1,1,0,3/7/2023 22:47,39793
1,6,4,0,230,239,1650,86.96774503,1,0,1,0,0,4/23/2022 1:12,28872
20,1,5,1,226,235,1720,43.64137819,0,1,1,0,1,5/4/2020 20:40,4277
4,1,5,0,232,238,1943,32.72744179,1,1,1,0,1,5/10/2021 4:24,16959
5,5,4,2,232,236,1653,96.84318279,0,0,0,1,0,4/15/2022 5:22,28604
6,3,8,1,215,222,1610,87.36745083,0,0,0,1,1,8/10/2022 6:56,32613
22,5,7,1,217,222,1741,52.22007309,1,0,0,1,1,7/24/2020 22:08,7053
16,6,2,1,213,222,1955,67.46700362,1,0,0,1,1,2/19/2022 16:15,26736
2,7,3,1,224,224,1686,50.18328585,1,0,1,0,1,3/21/2021 2:30,15244
9,4,10,1,224,228,1708,62.66877394,1,0,1,1,1,10/28/2021 9:16,22822
5,7,7,1,212,220,1606,30.55754865,0,0,1,0,0,7/3/2022 5:47,31310
21,4,6,0,215,223,1877,81.496708,1,1,1,0,1,6/22/2023 21:52,43456
17,1,5,2,215,221,1520,31.28593247,0,0,0,1,0,5/8/2023 17:00,41908
19,2,10,0,227,228,1578,38.95067885,0,1,1,1,0,10/31/2023 19:37,47939
21,3,7,0,229,230,1882,69.24835958,0,1,1,1,0,7/12/2023 21:13,44140
13,6,5,1,227,234,1665,21.77539077,1,0,1,0,1,5/8/2021 13:09,16903
22,2,12,2,221,226,1778,72.94256481,1,0,0,0,0,12/22/2020 22:45,12225
8,3,10,1,238,238,1540,46.36640935,1,0,1,1,1,10/11/2023 8:21,47238
7,3,2,0,232,232,1548,64.51235529,1,1,1,0,1,2/3/2021 7:37,13676
19,3,8,1,220,222,1702,79.93511468,1,0,0,0,1,8/4/2021 19:01,19925
20,5,1,0,226,226,1578,29.24504186,0,1,1,0,0,1/6/2023 20:30,37735
22,3,8,1,222,228,1853,60.08315401,1,0,0,1,1,8/12/2020 22:22,7704
23,6,2,1,220,226,1911,33.65254515,0,1,1,0,1,2/18/2023 23:37,39212
0,1,3,0,214,220,1991,35.42034661,1,1,1,0,1,3/2/2020 0:42,2091
1,6,3,1,227,227,1666,23.92670041,0,1,1,1,1,3/13/2021 1:05,14968
10,6,10,2,222,226,1919,74.36019203,1,1,0,1,1,10/30/2021 10:20,22892
8,6,7,0,220,229,1591,78.31896737,1,0,1,1,0,7/1/2023 8:24,43745
0,2,10,2,228,234,1510,58.75411741,0,1,0,0,1,10/10/2023 0:06,47192
20,3,7,2,214,221,1651,21.39865653,1,0,0,0,0,7/19/2023 20:01,44378
15,1,1,2,222,229,1803,89.982926,1,1,0,0,0,1/4/2021 15:36,12660
15,2,2,0,228,233,1552,28.98482914,1,1,1,1,1,2/15/2022 15:33,26598
0,2,7,1,228,229,1554,81.8797323,0,1,1,1,1,7/26/2022 0:25,32090
21,6,11,0,213,221,1765,41.96973295,1,1,1,1,0,11/13/2021 21:56,23388
22,6,5,2,223,227,1811,87.86909761,0,0,0,0,0,5/23/2020 22:18,4930
15,7,8,0,235,238,1768,90.72005664,0,1,1,1,0,8/22/2021 15:54,20537
17,2,1,0,225,232,1784,13.69724012,0,1,1,0,0,1/25/2022 17:46,25882
18,2,3,0,230,232,1859,41.54354017,1,0,1,0,0,3/8/2022 18:56,27322
10,7,7,2,222,222,1757,29.67797846,0,1,0,1,1,7/16/2023 10:43,44262
17,4,6,2,223,225,1647,61.60308228,0,1,0,0,1,6/25/2020 17:19,6053
15,4,4,2,224,225,1608,22.84017528,0,0,0,1,0,4/22/2021 15:54,16359
4,2,5,2,225,232,1828,42.77567579,0,0,0,1,0,5/17/2022 4:04,29698
7,5,1,1,233,235,1947,87.73289274,0,1,1,1,1,1/28/2022 7:26,25970
13,1,1,1,231,231,1941,51.4272699,0,0,0,1,1,1/31/2022 13:13,26081
9,3,5,1,218,224,1614,38.15815575,1,0,0,0,1,5/26/2021 9:21,17514
8,1,5,1,230,239,1880,48.2836885,0,0,1,1,1,5/22/2023 8:17,42375
6,4,3,2,227,235,1881,57.77381987,0,1,0,0,0,3/5/2020 6:29,2202
19,3,11,1,229,230,1955,31.74698063,1,0,0,1,1,11/16/2022 19:29,35987
9,1,7,0,230,237,1921,15.91548177,1,1,1,1,1,7/17/2023 9:51,44295
9,5,2,0,221,223,1858,78.16024083,0,1,1,1,0,2/17/2023 9:46,39158
0,2,8,2,219,220,1711,17.52458021,1,1,0,1,1,8/23/2022 0:30,33049
1,3,6,0,213,221,1921,58.7948194,0,1,1,0,0,6/2/2021 1:50,17743
9,5,9,2,228,234,1629,95.5029008,1,0,0,0,0,9/25/2020 9:10,9192
5,7,7,1,221,227,1509,19.36767543,0,1,1,1,1,7/18/2021 5:07,19323
6,7,9,1,232,233,1779,77.52843553,1,0,1,1,1,9/5/2021 6:29,21003
16,2,10,1,224,228,1852,55.31786828,0,1,1,0,1,10/27/2020 16:58,10299
23,3,6,2,216,222,1985,50.25716575,1,0,0,1,0,6/22/2022 23:48,30959
10,1,6,2,230,235,1541,20.11835554,1,0,0,0,0,6/20/2022 10:49,30872
21,3,11,0,225,230,1526,26.24204796,1,1,1,1,1,11/11/2020 21:24,10819
1,3,3,2,237,239,1861,48.98808603,1,0,0,0,0,3/18/2020 1:26,2640
21,5,11,1,226,234,1884,57.31665546,0,0,1,1,0,11/20/2020 21:15,11127
21,4,4,2,217,225,1942,54.2093931,1,0,0,0,0,4/8/2021 21:07,15887
21,5,11,0,216,223,1744,35.74680555,0,1,1,1,0,11/11/2022 21:45,35819
1,2,1,0,220,223,1654,62.35841641,1,0,1,0,0,1/12/2021 1:36,12914
10,1,6,1,221,230,1624,64.26307888,0,0,1,0,1,6/26/2023 10:40,43577
0,2,12,1,221,230,1908,24.1590566,0,0,0,1,1,12/27/2022 0:30,37364
0,6,1,2,219,223,1811,55.26048672,0,0,0,1,0,1/21/2023 0:24,38220
5,5,9,2,227,231,1950,46.49434845,0,1,0,1,0,9/4/2020 5:05,8467
11,3,9,2,215,221,1589,65.49796829,1,1,0,0,0,9/13/2023 11:04,46283
20,3,2,2,233,236,1985,56.39401236,0,1,0,1,0,2/17/2021 20:38,14174
5,3,10,1,234,234,1644,97.658182,0,0,1,0,0,10/7/2020 5:00,9597
22,1,12,0,232,238,1519,19.03262791,1,0,1,0,0,12/27/2021 22:03,24895
16,1,7,0,219,220,1871,13.56575615,1,0,1,0,0,7/18/2022 16:30,31839
6,2,5,2,231,236,1815,84.50384241,0,1,0,0,0,5/2/2023 6:07,41687
5,4,9,0,217,220,1582,70.24520646,1,0,1,0,0,9/23/2021 5:29,21618
7,6,5,1,225,230,1561,83.86277238,1,0,1,1,1,5/15/2021 7:02,17134
21,7,2,2,238,239,1729,51.55760745,0,0,0,1,0,2/12/2023 21:50,39004
21,1,3,1,233,239,1964,64.99499542,0,0,1,0,1,3/13/2023 21:45,39997
21,6,6,1,225,233,1776,59.23373159,1,0,1,0,1,6/18/2022 21:41,30819
10,6,3,2,224,224,1722,26.9227514,0,1,0,1,1,3/28/2020 10:14,2995
10,7,8,2,217,223,1862,67.75414428,0,1,0,0,1,8/2/2020 10:46,7345
5,2,5,2,225,233,1546,12.48692491,0,1,0,0,1,5/19/2020 5:28,4769
21,7,10,1,223,228,1937,50.86966637,0,0,1,1,1,10/22/2023 21:10,47633
6,1,7,0,215,224,1637,66.8639995,1,1,1,0,0,7/13/2020 6:30,6654
6,5,1,1,227,236,1797,47.1033486,1,0,1,0,1,1/7/2022 6:09,25249
5,4,5,2,222,229,1976,41.84522052,0,1,0,1,0,5/13/2021 5:59,17064
22,1,2,2,228,235,1968,91.5642292,0,1,0,0,0,2/21/2022 22:55,26814
16,7,2,2,225,228,1799,30.80313333,1,1,0,1,1,2/9/2020 16:24,1360
12,6,6,2,235,236,1501,55.70717204,1,1,0,0,0,6/24/2023 12:25,43511
5,6,7,1,224,224,1876,34.81894493,0,0,0,0,1,7/22/2023 5:29,44460
4,2,3,0,219,228,1996,62.62952645,1,0,1,1,0,3/7/2023 4:34,39767
23,2,10,1,212,221,1702,38.47744606,1,0,0,1,1,10/20/2020 23:47,10069
13,4,7,2,217,223,1667,44.36287061,0,0,0,1,0,7/15/2021 13:21,19232
19,5,5,0,220,226,1550,73.42046872,1,1,1,1,0,5/28/2021 19:31,17597
0,5,6,1,230,231,1522,27.98157371,1,0,1,1,1,6/30/2023 0:10,43699
16,1,8,2,222,230,1925,41.40968739,0,1,0,1,0,8/30/2021 16:38,20812
19,3,7,2,222,224,1515,53.14882349,0,1,0,0,1,7/5/2023 19:37,43898
16,3,8,0,228,234,1581,10.36051213,1,0,1,0,0,8/9/2023 16:24,45092
21,1,4,2,236,237,1831,72.45948255,1,1,0,0,1,4/4/2022 21:59,28251
16,3,5,1,227,232,1947,46.82319985,0,0,1,1,0,5/5/2021 16:28,16805
4,6,5,2,218,221,1776,60.79772673,1,1,0,0,0,5/23/2020 4:47,4905
9,2,7,0,232,235,1785,87.96231184,1,1,1,0,1,7/26/2022 9:31,32103
10,4,1,1,222,227,1788,45.35429352,0,0,0,0,1,1/5/2023 10:52,37687
16,4,4,1,216,222,1798,23.62189528,0,1,1,0,1,4/27/2023 16:06,41530
23,2,12,1,228,237,1741,12.87942181,1,0,0,1,1,12/29/2020 23:38,12466
9,3,3,2,229,236,1819,80.79140192,0,1,0,0,0,3/23/2022 9:20,27822
14,2,9,2,236,236,1968,42.22393838,1,0,0,1,0,9/12/2023 14:45,46254
23,7,2,1,219,224,1587,41.57175913,0,1,1,1,1,2/28/2021 23:38,14555
4,3,11,2,218,220,1605,77.64865666,0,1,0,0,1,11/16/2022 4:46,35966
7,7,5,0,224,226,1615,10.08175082,1,1,1,1,0,5/30/2021 7:57,17649
9,2,6,1,220,228,1944,52.31694081,1,0,0,1,1,6/6/2023 9:12,42890
13,2,11,1,219,227,1517,51.47810469,0,1,1,1,1,11/29/2022 13:02,36423
21,2,2,0,214,220,1723,97.36487234,0,1,1,0,0,2/15/2022 21:51,26607
11,1,10,2,213,222,1842,93.08641348,1,0,0,1,0,10/16/2023 11:41,47414
6,4,2,2,233,237,1630,87.02872463,0,0,0,1,0,2/10/2022 6:36,26414
9,3,11,1,215,223,1844,94.24588535,1,0,0,1,1,11/4/2020 9:59,10563
10,2,1,0,230,231,1735,53.3281222,0,1,1,0,0,1/28/2020 10:45,941
5,5,3,1,225,226,1818,45.04672219,1,0,1,1,1,3/6/2020 5:37,2235
19,2,6,1,233,239,1512,56.85302645,0,0,0,0,1,6/7/2022 19:22,30439
1,2,3,0,229,234,1890,37.1522383,1,1,1,1,0,3/21/2023 1:27,40242
22,6,10,1,221,221,1837,16.79562076,0,0,1,1,1,10/3/2020 22:31,9485
1,2,12,1,235,237,1598,48.43774791,0,1,1,0,1,12/29/2020 1:55,12435
2,7,7,1,215,224,1963,48.29431668,1,0,1,0,1,7/26/2020 2:52,7094
21,6,12,1,219,224,1871,39.9096294,0,0,1,1,1,12/18/2021 21:30,24586
7,2,5,2,216,221,1858,85.36632253,0,0,0,1,0,5/19/2020 7:35,4772
18,6,1,0,220,221,1825,46.48530015,1,1,1,0,1,1/8/2022 18:35,25301
17,6,7,1,231,231,1825,10.17467508,1,0,0,1,1,7/17/2021 17:54,19307
